magaza,magaza_tipi,tedarikci,tipik_gunluk_talep_adet,stok_toplam_adet,kalan_raf_omru_gun,stok_gun_karsiligi,tukenme_gun_taban_p50,fire_taban_p50,stoksuz_taban_p50,kacan_kar_taban_p50,tukenme_gun_taban_p90,fire_taban_p90,stoksuz_taban_p90,kacan_kar_taban_p90,tukenme_gun_politika_p50,fire_politika_p50,stoksuz_politika_p50,kacan_kar_politika_p50,tukenme_gun_politika_p10,fire_politika_p10,stoksuz_politika_p10,kacan_kar_politika_p10,tukenme_gun_politika_p90,fire_politika_p90,stoksuz_politika_p90,kacan_kar_politika_p90,siparis_toplam,siparis_sayisi,net_kazanc_eur,aciliyet,onay_kritik_stok,onay_fire_riski,onay_belirsiz,max_siparis_tutar_eur,onay_yuksek_tutar,onay_gerekli,onay_sebep
384,a,Schnellware,209.0,82.2,1,0.39,1,0.0,5239.3,10478.8,1,0.0,5986.6,11973.3,1,0.0,353.8,708.0,1,159.3,82.2,164.3,1,0.0,1101.2,2202.5,4885.5,12,9770.8,kritik,1,0,0,3421.2,0,1,kritik_stok
385,d,Schnellware,176.8,90.7,3,0.51,1,0.0,4257.6,8514.9,1,0.0,4884.5,9769.2,1,0.0,324.2,648.3,1,126.5,82.4,164.8,1,0.0,951.3,1902.6,3933.3,12,7866.6,kritik,1,0,0,2795.4,0,1,kritik_stok
386,d,Nordmann,194.1,152.4,1,0.79,3,0.0,3878.3,7756.9,1,0.0,4466.5,8932.7,3,0.0,647.7,1295.6,3,124.5,347.0,693.9,1,0.0,1235.8,2471.4,3230.8,17,6461.3,kritik,1,0,1,1845.0,0,1,kritik_stok|belirsiz
387,c,Rheinland,224.3,203.3,2,0.91,3,27.0,5053.4,10106.8,1,0.0,5701.9,11403.1,3,123.7,1243.2,2486.4,3,364.3,956.7,1913.4,1,9.1,1803.8,3607.5,3906.8,8,7040.2,kritik,1,0,1,3361.8,0,1,kritik_stok|belirsiz
388,a,Nordmann,249.3,456.1,3,1.83,3,0.0,5525.1,11050.2,3,0.0,6122.1,12244.1,3,0.0,663.1,1326.1,4,172.3,388.8,777.6,3,0.0,1260.0,2520.0,4862.0,17,9724.1,yuksek,0,0,0,2649.6,0,0,yok
389,a,Schnellware,250.5,562.7,3,2.25,4,74.2,5894.0,11787.9,4,14.5,6452.2,12904.2,4,74.2,288.3,576.6,4,266.1,137.5,274.9,4,14.5,811.7,1623.5,5605.6,12,11211.3,normal,0,0,0,4098.0,1,1,yuksek_tutar
390,a,Nordmann,281.1,158.0,1,0.56,1,0.0,6659.7,13319.4,1,0.0,7426.5,14853.6,1,0.0,1167.6,2335.7,1,159.7,772.7,1545.5,1,0.0,1934.9,3869.9,5491.9,17,10983.7,kritik,1,0,0,3144.0,0,1,kritik_stok
391,a,Schnellware,135.3,91.3,1,0.67,3,0.0,3172.9,6345.5,1,0.0,3632.2,7264.3,4,0.0,188.7,377.6,11,97.0,29.4,58.7,1,0.0,643.5,1287.1,2983.9,12,5967.9,kritik,1,0,1,2098.2,0,1,kritik_stok|belirsiz
392,a,Schnellware,173.3,319.5,1,1.84,4,15.8,3978.7,7957.1,3,0.0,4460.3,8920.2,4,15.8,236.3,472.5,4,163.3,67.2,134.5,4,0.0,693.4,1386.5,3742.3,12,7484.6,yuksek,0,0,0,2752.8,0,0,yok
393,d,Schnellware,142.5,160.2,3,1.12,3,0.0,3289.7,6579.5,1,0.0,3776.3,7553.0,4,0.0,168.1,336.0,11,99.9,33.7,67.5,1,0.0,637.6,1275.5,3121.6,12,6243.5,kritik,1,0,1,2217.6,0,1,kritik_stok|belirsiz
394,d,Schnellware,201.9,605.6,1,3.0,4,200.6,4739.2,9479.0,4,141.7,5300.5,10601.3,4,200.6,362.1,724.0,4,386.0,196.0,392.1,4,141.7,923.3,1846.3,4377.5,11,8755.0,normal,0,1,0,3177.6,0,1,fire_riski
395,a,Schnellware,96.4,262.4,1,2.72,4,89.0,2157.3,4315.1,4,62.2,2419.1,4838.3,4,89.0,178.5,357.1,4,172.9,104.0,208.0,4,62.2,433.6,867.0,1979.0,11,3958.0,normal,0,1,0,1483.8,0,1,fire_riski
396,a,Schnellware,240.4,459.3,1,1.91,4,44.5,5562.9,11125.7,3,0.0,6411.1,12822.3,4,44.5,388.8,777.8,4,280.4,116.9,234.0,4,0.0,1196.9,2393.9,5173.9,12,10347.9,yuksek,0,1,0,3843.0,0,1,fire_riski
397,a,Nordmann,132.6,169.2,2,1.28,3,50.3,3285.5,6571.2,3,28.2,3702.4,7405.1,3,50.3,536.3,1072.9,3,158.8,328.9,657.8,3,28.2,953.4,1906.7,2749.3,17,5498.3,yuksek,0,0,0,1473.0,0,0,yok
398,c,Schnellware,132.5,48.6,1,0.37,1,0.0,3156.8,6313.9,1,0.0,3582.6,7165.3,1,0.0,220.7,441.4,1,87.4,84.2,168.5,1,0.0,646.3,1292.8,2936.4,12,5872.5,kritik,1,0,0,2061.0,0,1,kritik_stok
399,a,Schnellware,134.4,385.7,1,2.87,4,110.9,3199.2,6397.9,4,70.3,3563.2,7126.5,4,110.9,249.0,497.8,4,238.5,141.9,283.9,4,70.3,588.6,1177.0,2949.9,12,5900.1,normal,0,1,0,2158.8,0,1,fire_riski
400,a,Schnellware,208.4,164.8,1,0.79,3,0.0,4937.5,9874.9,1,0.0,5551.8,11104.0,4,0.0,273.8,547.9,11,137.8,45.3,90.6,1,0.0,874.8,1749.4,4663.6,12,9327.0,kritik,1,0,1,3280.2,0,1,kritik_stok|belirsiz
401,a,Schnellware,162.4,194.6,1,1.2,3,0.0,4154.3,8308.8,3,0.0,4779.9,9560.3,4,0.0,256.5,513.2,11,132.7,27.4,54.8,4,0.0,851.7,1703.6,3897.8,12,7795.6,yuksek,0,0,0,2796.0,0,0,yok
402,c,Schnellware,141.4,149.6,1,1.06,3,19.2,3254.0,6507.9,1,0.0,3753.4,7507.3,4,19.2,172.4,344.9,11,149.0,40.4,80.8,1,0.0,672.1,1344.3,3081.5,12,6163.0,kritik,1,1,1,2083.8,0,1,kritik_stok|fire_riski|belirsiz
403,a,Schnellware,180.4,371.2,1,2.06,4,45.9,4057.1,8113.9,4,1.0,4491.7,8983.7,4,45.9,212.9,425.8,4,192.1,102.3,204.7,4,1.0,622.8,1246.0,3843.9,12,7688.1,normal,0,1,0,2817.0,0,1,fire_riski
404,a,Schnellware,113.3,97.9,3,0.86,3,0.0,2921.8,5843.3,1,0.0,3280.9,6561.8,4,0.0,131.4,262.8,11,75.6,16.7,33.3,1,0.0,476.3,952.2,2790.1,12,5580.5,kritik,1,0,1,1941.0,0,1,kritik_stok|belirsiz
405,a,Nordmann,106.2,269.3,1,2.53,3,186.4,2544.6,5088.7,3,170.3,2890.3,5780.7,3,186.4,417.4,834.6,3,280.8,249.6,499.0,3,170.3,763.5,1526.6,2127.2,17,4254.1,yuksek,0,1,0,1103.4,0,1,fire_riski
406,d,ExpressLog,144.4,182.1,1,1.26,1,0.0,4021.9,8043.8,1,0.0,4639.7,9279.2,1,0.0,290.8,582.0,0,0.0,0.0,0.0,1,0.0,908.7,1817.4,3730.9,23,7461.8,kritik,1,0,1,1339.8,0,1,kritik_stok|belirsiz
407,a,Schnellware,93.3,165.6,1,1.77,3,0.0,2276.8,4553.3,3,0.0,2629.3,5258.8,4,0.0,118.4,236.8,11,77.7,29.8,59.5,4,0.0,449.3,898.6,2158.2,12,4316.5,yuksek,0,0,0,1458.0,0,0,yok
408,c,Rheinland,114.5,98.8,2,0.86,1,0.0,2782.4,5565.0,1,0.0,3125.1,6250.2,1,8.3,689.1,1378.4,1,86.6,503.9,1007.8,1,0.0,1023.6,2047.0,2101.5,8,4136.8,kritik,1,0,0,1852.2,0,1,kritik_stok
409,d,Nordmann,133.4,84.0,2,0.63,1,0.0,3546.2,7092.4,1,0.0,3980.8,7961.7,1,0.0,634.4,1268.5,1,93.2,405.4,810.9,1,0.0,1068.9,2137.9,2911.8,17,5823.9,kritik,1,0,0,1773.6,0,1,kritik_stok
410,c,ExpressLog,153.7,78.5,2,0.51,1,0.0,3656.2,7312.1,1,0.0,4155.5,8311.3,1,0.0,293.3,586.5,1,0.0,37.9,75.9,1,0.0,792.9,1585.7,3362.8,23,6725.6,kritik,1,0,0,1446.6,0,1,kritik_stok
411,d,Rheinland,220.1,44.0,2,0.2,1,0.0,5635.7,11271.4,1,0.0,6361.6,12722.5,1,14.8,1537.4,3074.7,1,166.0,1135.8,2271.5,1,0.0,2248.5,4496.3,4113.0,8,8107.9,kritik,1,0,0,3651.0,0,1,kritik_stok
412,d,Nordmann,220.3,86.1,1,0.39,1,0.0,5380.4,10760.3,1,0.0,6245.1,12489.8,1,0.0,1053.4,2106.4,1,182.4,624.8,1249.7,1,0.0,1917.8,3835.9,4327.0,17,8653.9,kritik,1,0,0,3027.6,0,1,kritik_stok
413,a,ExpressLog,171.0,206.9,1,1.21,3,0.0,4047.7,8095.3,3,0.0,4528.1,9056.1,3,0.0,225.6,450.7,0,0.0,0.0,0.0,3,0.0,678.6,1357.1,3822.3,23,7644.6,yuksek,0,0,0,1419.6,0,0,yok
414,d,Nordmann,156.1,468.2,2,3.0,4,141.3,3634.4,7268.8,4,89.8,4118.2,8236.1,4,141.3,471.2,942.6,4,300.1,249.9,499.6,4,89.8,954.9,1909.9,3163.2,17,6326.2,normal,0,0,0,2091.6,0,0,yok
415,d,Schnellware,152.1,128.2,3,0.84,1,0.0,3537.3,7074.4,1,0.0,3976.2,7952.2,1,0.0,164.7,329.1,11,92.9,33.8,67.6,1,0.0,603.3,1206.9,3372.5,12,6745.3,kritik,1,0,1,2178.6,0,1,kritik_stok|belirsiz
416,a,Schnellware,268.6,434.7,3,1.62,3,0.0,6075.6,12150.9,3,0.0,6794.1,13588.1,4,0.0,244.5,489.3,11,155.5,49.7,99.5,4,0.0,925.9,1851.6,5830.9,12,11661.6,yuksek,0,0,0,4143.6,1,1,yuksek_tutar
417,a,Schnellware,185.4,245.4,1,1.32,3,111.6,4098.4,8197.0,3,91.6,4557.1,9114.5,4,111.6,204.4,408.9,11,243.4,35.8,71.7,4,91.6,663.3,1326.5,3894.2,12,7788.1,yuksek,0,1,0,2721.0,0,1,fire_riski
418,a,Schnellware,123.7,371.0,1,3.0,4,165.0,2811.5,5623.0,4,124.5,3236.3,6472.5,4,165.0,280.7,561.4,4,288.9,119.6,239.0,4,124.5,705.5,1410.9,2530.8,11,5061.6,normal,0,0,0,1939.8,0,0,yok
419,c,Schnellware,129.0,220.5,1,1.71,3,0.0,2846.2,5692.8,3,0.0,3220.1,6440.1,4,0.0,136.2,272.5,11,91.7,25.9,51.8,4,0.0,493.0,985.7,2710.2,12,5420.3,yuksek,0,0,0,1971.6,0,0,yok
420,d,Schnellware,108.8,326.3,1,3.0,4,87.6,2616.6,5233.0,4,44.2,2993.6,5987.0,4,87.6,228.2,456.2,4,219.1,125.4,251.0,4,44.2,578.6,1157.1,2388.5,12,4776.8,normal,0,0,0,1665.6,0,0,yok
421,c,Rheinland,229.3,234.9,2,1.02,1,0.0,5506.2,11012.3,1,0.0,6753.9,13507.9,1,0.0,1482.3,2964.6,3,224.8,860.9,1721.7,1,0.0,2730.0,5460.1,4023.8,8,8047.7,kritik,1,0,1,3690.6,0,1,kritik_stok|belirsiz
422,a,Rheinland,112.2,45.7,2,0.41,1,0.0,2625.3,5250.4,1,0.0,2912.7,5825.5,1,0.0,671.5,1343.1,1,43.8,498.7,997.2,1,0.0,959.0,1918.2,1953.8,8,3907.3,kritik,1,0,0,1717.2,0,1,kritik_stok
423,b,Nordmann,263.4,396.1,1,1.5,2,0.0,7452.5,14904.7,2,0.0,8962.5,17924.8,2,0.0,1495.5,2991.2,2,377.1,799.8,1599.5,2,0.0,3005.7,6011.3,5956.7,17,11913.5,yuksek,0,0,0,5037.0,1,1,yuksek_tutar
424,d,Schnellware,167.7,72.5,1,0.43,1,0.0,4281.4,8563.3,1,0.0,4846.3,9692.3,1,0.0,304.9,610.1,1,124.4,128.3,256.4,1,0.0,869.4,1739.1,3976.7,12,7953.2,kritik,1,0,0,2637.6,0,1,kritik_stok
425,d,Schnellware,77.7,34.4,3,0.44,1,0.0,1892.9,3785.5,1,0.0,2153.9,4307.8,1,0.0,114.0,228.3,1,56.3,34.4,69.0,1,0.0,375.2,750.6,1778.6,12,3557.2,kritik,1,0,0,1239.0,0,1,kritik_stok
426,a,Nordmann,121.7,170.1,1,1.4,3,0.0,2733.5,5466.5,3,0.0,3074.3,6148.5,3,0.0,383.4,767.0,3,77.5,204.6,409.0,3,0.0,724.6,1448.9,2350.0,17,4699.5,yuksek,0,0,0,1240.8,0,0,yok
427,a,Nordmann,183.3,549.8,1,3.0,4,234.7,4109.9,8219.4,4,183.0,4629.9,9259.9,4,234.7,513.6,1027.0,4,394.6,277.4,554.8,4,183.0,1033.8,2067.6,3596.1,17,7192.4,normal,0,0,0,2059.2,0,0,yok
428,d,ExpressLog,152.7,182.0,2,1.19,3,23.2,3807.4,7614.9,1,0.0,4286.3,8572.7,3,23.2,233.6,467.4,0,48.7,0.0,0.0,1,0.0,712.8,1425.2,3573.9,23,7147.5,kritik,1,0,1,1254.6,0,1,kritik_stok|belirsiz
429,d,Nordmann,128.9,36.6,1,0.28,1,0.0,3200.1,6400.1,1,0.0,3632.5,7264.9,1,0.0,582.7,1165.8,1,89.1,369.8,739.5,1,0.0,1015.3,2030.7,2617.1,17,5234.3,kritik,1,0,0,1670.4,0,1,kritik_stok
430,d,Nordmann,210.3,631.0,1,3.0,4,223.9,4864.2,9728.4,4,164.0,5448.1,10896.2,4,223.9,606.2,1212.9,4,407.7,332.4,665.0,4,164.0,1190.5,2380.7,4257.7,17,8515.5,normal,0,0,0,2719.8,0,0,yok
431,d,Schnellware,232.3,162.7,1,0.7,1,0.0,5509.7,11019.3,1,0.0,6140.7,12281.6,1,0.0,284.7,569.8,1,138.5,93.0,186.1,1,0.0,916.0,1832.1,5224.5,12,10449.5,kritik,1,0,0,3459.6,0,1,kritik_stok
432,a,Schnellware,265.9,719.6,1,2.71,4,231.7,6153.1,12305.6,4,168.4,6752.6,13504.8,4,231.7,458.0,916.0,4,433.7,297.1,594.4,4,168.4,1020.4,2041.0,5694.8,12,11389.6,normal,0,0,0,4217.4,1,1,yuksek_tutar
433,a,Schnellware,123.2,212.2,3,1.72,3,0.0,3420.3,6840.9,3,0.0,4133.7,8267.5,4,0.0,216.7,433.2,11,144.7,17.7,35.3,4,0.0,901.0,1802.2,3203.8,12,6407.7,yuksek,0,0,0,2310.0,0,0,yok
434,a,Rheinland,240.9,48.2,2,0.2,1,0.0,6135.5,12270.6,1,0.0,6961.0,13922.2,1,0.0,1767.7,3535.3,1,59.9,1180.3,2360.6,1,0.0,2593.5,5186.9,4367.5,8,8735.3,kritik,1,0,0,3975.0,0,1,kritik_stok
435,a,ExpressLog,79.2,115.8,1,1.46,3,58.4,1800.8,3601.5,3,48.4,2014.3,4028.5,3,58.4,107.0,213.7,0,66.3,0.0,0.0,3,48.4,320.2,640.7,1694.1,23,3387.8,yuksek,0,1,0,658.8,0,1,fire_riski
436,d,Schnellware,132.8,107.6,1,0.81,3,0.0,3108.7,6217.6,1,0.0,3478.1,6956.3,4,0.0,139.6,279.3,11,80.5,25.9,51.8,1,0.0,501.8,1003.4,2969.0,12,5938.3,kritik,1,0,1,2067.6,0,1,kritik_stok|belirsiz
437,c,Rheinland,175.6,123.1,2,0.7,1,0.0,4077.1,8154.1,1,0.0,4894.1,9788.0,1,0.0,1123.8,2247.5,1,143.2,676.8,1353.8,1,0.0,1940.7,3881.3,2953.3,8,5906.6,kritik,1,0,0,2700.0,0,1,kritik_stok
438,d,Schnellware,121.5,61.8,1,0.51,1,0.0,3154.3,6308.5,1,0.0,3588.3,7176.1,1,0.0,231.1,462.0,1,95.4,53.3,106.7,1,0.0,664.8,1329.6,2923.3,12,5846.5,kritik,1,0,0,2067.6,0,1,kritik_stok
439,a,Schnellware,176.8,127.3,1,0.72,1,0.0,4093.0,8186.1,1,0.0,4593.1,9186.2,1,0.0,222.2,444.8,11,105.7,29.8,59.6,1,0.0,722.3,1444.8,3870.6,12,7741.3,kritik,1,0,1,2713.2,0,1,kritik_stok|belirsiz
440,d,Schnellware,124.1,266.0,3,2.14,4,41.1,2917.7,5835.2,4,8.4,3256.3,6512.2,4,41.1,168.1,336.2,4,143.5,74.1,148.1,4,8.4,488.3,977.0,2749.6,12,5499.0,normal,0,0,0,1992.6,0,0,yok
441,d,Schnellware,152.7,253.5,1,1.66,3,0.0,3646.3,7292.6,3,0.0,4182.5,8364.9,4,0.0,179.1,358.3,11,115.6,44.0,88.0,4,0.0,685.0,1370.0,3467.2,12,6934.3,yuksek,0,0,0,2392.2,0,0,yok
442,c,ExpressLog,104.4,303.7,1,2.91,4,104.8,2435.6,4871.5,4,68.0,2797.9,5595.5,4,104.8,175.0,350.4,0,135.1,0.0,0.0,4,68.0,537.1,1074.5,2260.3,22,4521.1,normal,0,1,0,924.0,0,1,fire_riski
443,d,Schnellware,126.2,63.0,1,0.5,1,0.0,2974.1,5948.3,1,0.0,3330.3,6660.5,1,0.0,170.5,341.1,1,76.1,47.9,95.7,1,0.0,526.6,1053.2,2803.6,12,5607.2,kritik,1,1,0,1952.4,0,1,kritik_stok|fire_riski
444,c,Nordmann,295.4,684.4,3,2.32,4,102.2,6505.9,13011.9,3,0.0,7691.8,15383.2,4,102.2,947.3,1894.6,4,446.6,411.8,823.7,3,0.0,2132.9,4265.9,5558.8,17,11117.3,yuksek,0,0,0,3786.0,0,0,yok
445,a,Rheinland,207.8,186.4,2,0.9,1,0.0,4817.6,9635.3,1,0.0,5689.0,11378.1,1,0.0,1322.9,2645.6,3,101.2,778.9,1557.9,1,0.0,2194.3,4388.4,3494.7,8,6989.7,kritik,1,0,1,3216.6,0,1,kritik_stok|belirsiz
446,a,Schnellware,116.4,66.0,1,0.57,1,0.0,2716.9,5433.4,1,0.0,3087.3,6174.5,1,0.0,168.5,337.0,11,79.7,26.7,53.4,1,0.0,539.0,1078.0,2548.0,12,5096.4,kritik,1,0,1,1788.6,0,1,kritik_stok|belirsiz
447,a,Schnellware,130.6,40.2,1,0.31,1,0.0,3093.7,6187.1,1,0.0,3413.5,6826.7,1,0.0,197.1,394.0,1,69.4,97.6,195.1,1,0.0,516.9,1033.6,2896.6,12,5793.1,kritik,1,0,0,1895.4,0,1,kritik_stok
448,a,Nordmann,204.4,330.4,1,1.62,3,0.0,4607.2,9214.5,3,0.0,5158.9,10317.8,3,0.0,606.3,1212.3,4,124.9,326.5,653.1,3,0.0,1157.8,2315.6,4001.1,17,8002.2,yuksek,0,0,0,2059.2,0,0,yok
449,a,Schnellware,273.8,665.6,1,2.43,4,196.3,6027.1,12054.1,4,135.8,6703.4,13406.7,4,196.3,452.6,905.1,4,409.4,267.6,535.4,4,135.8,1097.5,2195.0,5574.5,12,11149.0,normal,0,0,0,4176.0,1,1,yuksek_tutar
450,c,ExpressLog,212.2,354.7,1,1.67,3,129.2,5146.8,10293.6,3,85.5,5959.7,11919.2,3,129.2,391.0,782.2,0,168.7,0.0,0.0,3,85.5,1203.8,2407.9,4755.5,23,9511.4,yuksek,0,0,0,1626.6,0,0,yok
451,a,Schnellware,132.5,168.6,1,1.27,3,0.0,3160.7,6321.6,3,0.0,3529.3,7058.5,4,0.0,125.9,251.7,11,80.0,25.9,51.8,4,0.0,474.8,949.5,3034.9,12,6069.9,yuksek,0,0,0,2031.0,0,0,yok
452,a,Rheinland,122.6,100.3,2,0.82,3,18.9,2832.2,5664.9,3,0.8,3288.8,6577.2,3,77.6,705.5,1411.3,3,221.0,506.1,1012.1,3,2.2,1104.6,2209.1,2185.4,8,3901.4,yuksek,0,0,0,1873.2,0,0,yok
453,a,Nordmann,178.2,347.2,1,1.95,2,0.0,6508.8,13017.8,2,0.0,8358.2,16716.2,2,0.0,1339.3,2678.6,3,401.9,467.7,935.5,2,0.0,3188.6,6377.0,5169.7,17,10339.2,yuksek,0,0,0,3540.0,0,0,yok
454,a,Schnellware,130.9,384.7,1,2.94,4,171.0,3191.8,6383.6,4,124.6,3695.2,7389.9,4,171.0,361.0,721.9,4,311.8,158.2,316.5,4,124.6,864.1,1728.2,2830.9,11,5661.7,normal,0,0,0,2189.4,0,0,yok
455,d,Schnellware,176.8,351.9,1,1.99,3,0.0,4468.5,8936.7,3,0.0,5324.7,10649.6,4,0.0,280.0,560.0,11,194.6,72.9,145.8,4,0.0,1085.5,2170.9,4188.3,12,8376.7,yuksek,0,0,0,2672.4,0,0,yok
456,a,ExpressLog,150.1,181.7,1,1.21,3,56.1,3423.1,6846.4,3,35.8,3866.8,7733.7,3,56.1,217.9,436.0,0,73.7,0.0,0.0,3,35.8,661.6,1323.3,3205.2,23,6410.4,yuksek,0,1,0,1260.6,0,1,fire_riski
457,d,Schnellware,115.3,184.4,3,1.6,3,0.0,3035.5,6070.4,3,0.0,3486.8,6974.0,4,0.0,151.6,303.4,11,102.0,38.1,76.3,4,0.0,573.6,1147.2,2883.5,12,5767.0,yuksek,0,0,0,1966.8,0,0,yok
458,c,Schnellware,183.3,126.8,1,0.69,1,0.0,4465.4,8931.0,1,0.0,5174.6,10349.3,1,0.0,306.2,612.2,1,154.7,99.9,199.7,1,0.0,1015.3,2030.5,4159.3,12,8318.8,kritik,1,0,0,2700.6,0,1,kritik_stok
459,a,Schnellware,218.5,393.8,3,1.8,4,26.3,4897.6,9795.1,3,0.0,5505.4,11010.8,4,26.3,309.3,618.5,4,203.7,99.7,199.4,4,0.0,889.0,1778.3,4588.2,12,9176.6,yuksek,0,0,0,3384.6,0,0,yok
460,a,Schnellware,84.9,166.4,1,1.96,4,26.5,2092.1,4184.4,3,0.0,2445.8,4891.9,4,26.5,204.3,408.7,4,124.2,67.2,134.5,4,0.0,541.7,1083.7,1887.7,12,3775.7,yuksek,0,0,0,1435.2,0,0,yok
461,d,Nordmann,117.3,351.8,1,3.0,4,132.9,2569.9,5139.4,4,95.2,2959.3,5918.8,4,132.9,348.5,696.7,4,249.6,170.3,340.5,4,95.2,738.0,1476.1,2221.3,17,4442.7,normal,0,1,0,1403.4,0,1,fire_riski
462,a,Nordmann,113.8,67.0,1,0.59,1,0.0,2747.3,5494.7,1,0.0,3132.5,6265.3,1,0.0,494.0,987.9,3,84.8,302.3,604.6,1,0.0,879.3,1758.5,2253.6,17,4506.8,kritik,1,0,1,1037.4,0,1,kritik_stok|belirsiz
463,a,Schnellware,146.5,82.5,1,0.56,1,0.0,3435.9,6871.8,1,0.0,3845.9,7692.0,1,0.0,198.6,396.8,1,95.0,40.7,81.3,1,0.0,608.6,1217.1,3237.4,12,6475.0,kritik,1,0,0,2262.0,0,1,kritik_stok
464,c,Nordmann,259.9,197.2,1,0.76,1,0.0,6025.1,12050.2,1,0.0,6978.7,13957.7,1,0.0,1105.7,2211.7,1,178.3,628.0,1256.1,1,0.0,2059.5,4119.1,4919.4,17,9838.5,kritik,1,0,0,3156.6,0,1,kritik_stok
465,d,Schnellware,186.7,37.3,1,0.2,1,0.0,4717.6,9434.9,1,0.0,5319.2,10638.7,1,0.0,360.3,720.3,1,126.1,160.9,321.8,1,0.0,961.9,1924.0,4357.3,12,8714.6,kritik,1,0,0,3056.4,0,1,kritik_stok
466,a,Schnellware,182.0,36.4,1,0.2,1,0.0,4431.2,8862.8,1,0.0,5020.2,10040.7,1,0.0,339.8,679.4,1,124.9,112.6,225.3,1,0.0,928.6,1857.3,4091.6,12,8183.4,kritik,1,0,0,2872.2,0,1,kritik_stok
467,a,Rheinland,329.1,150.1,2,0.46,1,0.0,7760.5,15521.1,1,0.0,8783.4,17566.6,1,21.4,1993.4,3987.2,1,265.4,1474.8,2949.5,1,0.0,2994.8,5989.8,5788.5,8,11405.5,kritik,1,0,0,5085.6,1,1,kritik_stok|yuksek_tutar
468,c,ExpressLog,158.9,476.6,1,3.0,4,188.8,3309.7,6619.6,4,119.5,4065.9,8132.1,4,188.8,347.5,695.0,0,249.0,0.0,0.0,4,119.5,1103.7,2207.5,2962.1,22,5924.6,normal,0,1,0,1111.8,0,1,fire_riski
469,c,Schnellware,289.2,828.7,1,2.87,4,293.9,6262.5,12525.1,4,208.6,7165.1,14330.4,4,293.9,533.9,1068.1,4,555.9,268.9,538.0,4,208.6,1436.7,2873.4,5728.3,11,11457.0,normal,0,1,0,4337.4,1,1,fire_riski|yuksek_tutar
470,a,Schnellware,319.8,183.6,3,0.57,1,0.0,7151.7,14303.2,1,0.0,8191.3,16382.4,1,0.0,460.3,920.6,1,224.3,152.3,304.8,1,0.0,1499.8,2999.8,6691.3,12,13382.6,kritik,1,0,0,4642.2,1,1,kritik_stok|yuksek_tutar
471,d,Schnellware,173.9,521.6,1,3.0,4,195.5,3877.2,7754.6,4,150.3,4299.4,8599.0,4,195.5,288.5,577.0,4,335.8,162.8,325.7,4,150.3,710.6,1421.5,3588.9,11,7177.6,normal,0,1,0,2589.6,0,1,fire_riski
472,c,Nordmann,127.3,176.3,1,1.38,3,0.0,2836.5,5673.2,3,0.0,3188.0,6375.9,3,0.0,417.7,835.8,3,65.2,239.1,478.2,3,0.0,769.3,1538.4,2418.7,17,4837.4,yuksek,0,0,0,1392.6,0,0,yok
473,a,Schnellware,84.8,133.2,1,1.57,3,0.0,1852.0,3704.2,3,0.0,2113.9,4228.0,4,0.0,108.1,216.3,4,68.6,20.5,41.1,4,0.0,358.6,717.5,1744.0,12,3487.9,yuksek,0,1,0,1276.2,0,1,fire_riski
474,c,Schnellware,180.4,382.1,3,2.12,4,75.9,4099.5,8198.8,4,29.9,4580.1,9160.5,4,75.9,281.6,563.1,4,225.1,125.6,251.1,4,29.9,737.1,1474.5,3817.8,12,7635.7,normal,0,0,0,2832.0,0,0,yok
475,a,Rheinland,157.2,117.6,2,0.75,1,0.0,3603.0,7206.3,1,0.0,4087.5,8175.1,1,5.0,915.9,1831.9,1,119.7,656.1,1312.4,1,0.0,1395.1,2790.6,2692.5,8,5344.4,kritik,1,0,0,2392.2,0,1,kritik_stok
476,d,Schnellware,135.2,174.7,1,1.29,3,0.0,3268.6,6537.9,3,0.0,3754.6,7509.2,4,0.0,221.7,443.4,11,98.8,36.4,72.8,4,0.0,685.3,1370.3,3047.2,12,6094.5,yuksek,0,0,0,2214.0,0,0,yok
477,d,Schnellware,150.6,428.8,1,2.85,4,127.9,3542.5,7085.0,4,79.0,3971.9,7944.1,4,127.9,276.7,553.4,4,275.1,147.9,296.0,4,79.0,688.5,1376.7,3265.9,11,6531.6,normal,0,1,0,2421.6,0,1,fire_riski
478,d,Schnellware,163.9,65.0,1,0.4,1,0.0,3877.5,7754.9,1,0.0,4371.5,8742.9,1,0.0,252.9,505.5,1,101.9,75.6,151.2,1,0.0,746.7,1493.5,3624.7,12,7249.4,kritik,1,0,0,2534.4,0,1,kritik_stok
479,a,Schnellware,270.4,65.9,1,0.24,1,0.0,6512.8,13025.5,1,0.0,7279.2,14558.7,1,0.0,406.8,813.4,1,163.4,161.1,322.2,1,0.0,1173.2,2346.5,6106.0,12,12212.1,kritik,1,0,0,4229.4,1,1,kritik_stok|yuksek_tutar
480,a,Schnellware,117.1,351.1,1,3.0,4,154.4,2667.7,5335.2,4,123.8,2994.5,5988.9,4,154.4,241.2,482.3,4,256.9,112.9,225.7,4,123.8,568.1,1136.0,2426.3,12,4852.9,normal,0,1,0,1841.4,0,1,fire_riski
481,c,Nordmann,121.7,365.2,1,3.0,4,98.8,3174.9,6349.8,4,52.2,3628.1,7256.0,4,98.8,419.2,838.4,4,243.3,204.3,408.9,4,52.2,872.5,1744.7,2755.6,17,5511.4,normal,0,1,0,1645.8,0,1,fire_riski
